Time (s),Terminal Voltage Vt (V),State of Charge Z (%),Polarization Voltage Vp (V)
6860,2.90912128172218,25.2335289549106,0.0150531368472658
6861,2.90820483133019,25.1781593200646,0.0155098433612038
6862,2.9080651528659,25.1708984698475,0.0150277766101275
6863,2.90736036699427,25.1266701526795,0.0155572893920567
6864,2.90698233411224,25.1076161025056,0.0150972916084731
6865,2.90594924014181,25.0395595556392,0.0162760842109112
6866,2.9055248734093,25.0278900279952,0.0145956663093451
6867,2.9053413181456,25.0153064056798,0.0144338905516793
6868,2.9048952710079,24.9846920661721,0.0150168089022426
6869,2.9044318329571,24.9594178418411,0.0148574508517595
6870,2.90379853378939,24.9136160229828,0.0159484313607852
6871,2.90338349442559,24.8944397383154,0.0153299294239525
6872,2.90336119355939,24.900716453902,0.0141703876556769
6873,2.9029147864153,24.8712721639411,0.0146052719529044
6874,2.90286437196456,24.8731812782585,0.0138747575906444
6875,2.90253036743184,24.8464131604976,0.0147714619460938
6876,2.90181592263148,24.7992122198789,0.0157115330850962
6877,2.90145339098406,24.7847757579875,0.0148026748515281
6878,2.90081716526423,24.7464602644778,0.0150135013014215
6879,2.90016047369747,24.7005067658817,0.015887508289831
6880,2.89938552572398,24.6550383327658,0.016041594060791
6881,2.89918777655952,24.6518344597705,0.0147842241203873
6882,2.89899749708342,24.6416802424601,0.0144649727571513
6883,2.89860025784237,24.6149098448255,0.0148927773925441
6884,2.89816538946179,24.5899560513662,0.0149122787863782
6885,2.89787407447392,24.5726775860818,0.0148931948761751
6886,2.89736507316532,24.5389232595859,0.0154025551231943
6887,2.89659620281077,24.4958377710658,0.015418206118147
6888,2.89587218716561,24.4521836919969,0.0155584236956465
6889,2.89546463868365,24.4335124319128,0.0147834394337722
6890,2.89527377859667,24.4235889639339,0.0143962778972889
6891,2.89468355689166,24.3828221183636,0.0152108629345256
6892,2.89399327893611,24.34143603065,0.0155000828037096
6893,2.89302856070473,24.2797989450328,0.0162560969280133
6894,2.89281636874957,24.2805555763821,0.014388277759391
6895,2.89245593543757,24.2576801366954,0.0144609040408432
6896,2.89219807054945,24.2399051281332,0.0146795676723306
6897,2.89179365722871,24.214087081508,0.0150038440785735
6898,2.89162589885231,24.210724480902,0.014167875038295
6899,2.89084360290277,24.1580850939164,0.0151953624445157
6900,2.89014888433243,24.1179353126493,0.0152230837729218
6901,2.88960399241582,24.0812960785231,0.015640207306431
6902,2.88908067453317,24.0570228527234,0.0149214899907668
6903,2.88831755801064,24.0044481018743,0.0158661184278923
6904,2.88767829469347,23.9705847808477,0.0154711921918972
6905,2.88712348923014,23.9415551545442,0.0149752795271571
6906,2.88642511444799,23.8983369216655,0.0152675966846867
6907,2.88601069159273,23.8760302961613,0.0149010084595225
6908,2.88544053310237,23.8369553858926,0.0155316019361424
6909,2.8851454750696,23.8247296448571,0.0148477728335194
